0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
0 0 with seed: 0 with dcc: 100
